Department,gender,HSC,SSC,Income,Hometown,Computer,test preparation course,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall,race/ethnicity,parental level of education,lunch,math score,reading score,writing score,school,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
Computer Science and Engineering,Male,3.17,4.67,"High (Above 50,000)  ",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,6th,2.41,2.9,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,2.59,4.88,"High (Above 50,000) ",City,5.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,6th,2.55,2.9,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.33,3.78,"Lower middle (15,000-30,000)",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,6th,2.69,2.9,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.17,4.61,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,5th,2.5,2.9,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.85,5.0,"Lower middle (15,000-30,000)",City,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,3rd,2.42,2.9,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.92,5.0,"High (Above 50,000)",Village,2.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,2.92,2.92,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.33,4.89,"Low (Below 15,000)",Village,2.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,2.94,2.94,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.92,4.73,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,2.94,2.94,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,4.0,No,2nd,3.0,3.0,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",City,3.0,0-1 Hour,0-1 Hour,60%-79%,No,4.0,Yes,4th,2.45,3.0,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.08,4.68,"High (Above 50,000) ",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,3.0,3.0,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.67,4.68,"High (Above 50,000) ",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,3.0,3.0,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.0,4.33,"Low (Below 15,000)",Village,3.0,0-1 Hour,2-3 Hours,80%-100%,No,1.0,No,7th,2.69,3.1,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.5,4.56,"Low (Below 15,000)",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,5.0,Yes,10th,3.01,3.25,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.83,5.0,"High (Above 50,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,5th,3.0,3.25,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.67,5.0,"High (Above 50,000)",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,3rd,3.0,3.25,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.67,4.89,"Low (Below 15,000)",Village,3.0,0-1 Hour,0-1 Hour,80%-100%,Yes,4.0,Yes,10th,3.3,3.39,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,4.0,Yes,2nd,3.48,3.48,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.5,4.8,"High (Above 50,000)",City,5.0,0-1 Hour,More than 3 Hours,40%-59%,No,5.0,Yes,11th,3.02,3.5,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.53,4.75,"Lower middle (15,000-30,000)",Village,1.0,0-1 Hour,More than 3 Hours,80%-100%,No,4.0,Yes,10th,3.0,3.5,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.42,4.88,"Low (Below 15,000)",Village,4.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,No,10th,3.76,3.5,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.58,5.0,"High (Above 50,000)",Village,4.0,0-1 Hour,2-3 Hours,80%-100%,No,4.0,No,9th,3.7,3.5,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",City,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,8th,4.0,3.5,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.58,5.0,"Lower middle (15,000-30,000)",City,1.0,0-1 Hour,2-3 Hours,80%-100%,No,5.0,Yes,8th,3.78,3.5,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.33,5.0,"Low (Below 15,000) ",Village,4.0,0-1 Hour,2-3 Hours,80%-100%,No,4.0,No,6th,3.75,3.5,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.75,4.67,"Upper middle (30,000-50,000)",Village,3.0,0-1 Hour,0-1 Hour,80%-100%,No,3.0,Yes,5th,3.83,3.5,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.58,5.0,"High (Above 50,000)",Village,3.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,No,5th,3.75,3.5,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.57,5.0,"Lower middle (15,000-30,000)",Village,5.0,0-1 Hour,0-1 Hour,80%-100%,No,5.0,No,11th,3.92,3.54,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,1.0,0-1 Hour,More than 3 Hours,80%-100%,No,1.0,No,4th,3.64,3.6,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.5,5.0,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,2-3 Hours,80%-100%,No,4.0,No,11th,3.88,3.64,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.5,5.0,"High (Above 50,000)",City,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,5th,4.0,3.7,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.17,4.95,"Low (Below 15,000)",Village,3.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,No,2nd,3.7,3.7,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.67,4.5,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,No,2nd,3.7,3.7,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.25,5.0,"Low (Below 15,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,10th,4.0,3.75,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,9th,4.0,3.75,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.42,5.0,"Upper middle (30,000-50,000)",Village,4.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,9th,4.0,3.75,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.08,4.39,"Upper middle (30,000-50,000)",Village,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,5th,4.0,3.75,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.0,4.36,"High (Above 50,000) ",Village,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,3rd,4.0,3.75,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.5,5.0,"Upper middle (30,000-50,000)",City,3.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,No,2nd,3.75,3.75,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.25,4.72,"High (Above 50,000)",City,3.0,0-1 Hour,2-3 Hours,80%-100%,No,5.0,Yes,2nd,3.75,3.75,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.25,5.0,"High (Above 50,000) ",City,5.0,0-1 Hour,2-3 Hours,80%-100%,Yes,2.0,No,2nd,3.75,3.75,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.75,5.0,"Lower middle (15,000-30,000)",Village,4.0,0-1 Hour,More than 3 Hours,80%-100%,Yes,3.0,Yes,10th,3.75,3.8,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,4.0,No,4th,3.9,3.8,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,3.83,4.69,"Upper middle (30,000-50,000)",Village,5.0,0-1 Hour,2-3 Hours,80%-100%,No,4.0,No,10th,3.9,3.8,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.5,4.61,"High (Above 50,000)",City,5.0,0-1 Hour,0-1 Hour,80%-100%,No,3.0,Yes,6th,3.93,3.8,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.42,4.68,"High (Above 50,000)",Village,3.0,0-1 Hour,0-1 Hour,80%-100%,No,3.0,Yes,2nd,3.84,3.84,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,4.58,5.0,"Lower middle (15,000-30,000)",City,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,3.0,No,11th,4.0,3.98,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",City,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,Yes,4th,4.0,4.0,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,4.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,No,2nd,4.0,4.0,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,3.0,No,2nd,4.0,4.0,Missing,Missing,Missing,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
